"name","city","income","credit_score","loan_amount","years_employed","points","loan_approved","credit_category","employment_level","loan_to_income","debt_burden_category","high_loan"
"Karen Velez","South Andre",67056,808,48681,25,75,TRUE,"Excellent","Mid (11-25 yrs)",0.725975304223336,"High (≥40%)",TRUE
"Pamela Klein","Walkertown",122141,706,16211,28,80,TRUE,"Good","Senior (26+ yrs)",0.132723655447393,"Low (<20%)",FALSE
"Justin Day","Douglasland",142670,397,37758,10,50,FALSE,"Poor","Entry (0-10 yrs)",0.26465269503049,"Moderate (20-40%)",FALSE
"Tom Watkins","East Richardfort",89510,835,48384,36,80,TRUE,"Excellent","Senior (26+ yrs)",0.540542956094291,"High (≥40%)",TRUE
"Amy Snyder","Collinsmouth",39329,454,3392,20,40,FALSE,"Poor","Mid (11-25 yrs)",0.0862467899005823,"Low (<20%)",FALSE
"Linda Savage","Hannahside",120096,800,36755,31,90,TRUE,"Excellent","Senior (26+ yrs)",0.306046829203304,"Moderate (20-40%)",FALSE
"Matthew Morris","Robertsonland",60595,407,28898,4,25,FALSE,"Poor","Entry (0-10 yrs)",0.476904034986385,"High (≥40%)",FALSE
"Peter Martin","East Jamesville",64675,339,28799,31,35,FALSE,"Poor","Senior (26+ yrs)",0.445287978353305,"High (≥40%)",FALSE
"Robert Freeman","Rossport",133262,420,29539,18,55,FALSE,"Poor","Mid (11-25 yrs)",0.221661088682445,"Moderate (20-40%)",FALSE
"Shirley Nelson","Christinastad",133710,469,10274,18,60,TRUE,"Poor","Mid (11-25 yrs)",0.0768379328397278,"Low (<20%)",FALSE
"Christine Mendez","Aprilview",111927,783,31335,13,85,TRUE,"Excellent","Mid (11-25 yrs)",0.279959259159988,"Moderate (20-40%)",FALSE
"Tammy Cortez","East Alice",107304,785,1643,20,95,TRUE,"Excellent","Mid (11-25 yrs)",0.0153116379631701,"Low (<20%)",FALSE
"Chris Jones","West Jacquelineborough",116662,396,36240,29,50,FALSE,"Poor","Senior (26+ yrs)",0.310640997068454,"Moderate (20-40%)",FALSE
"Antonio Harrison","North Michael",135369,531,23607,40,55,FALSE,"Poor","Senior (26+ yrs)",0.174390000664849,"Low (<20%)",FALSE
"Corey Mitchell","Silvaport",55928,676,41927,25,60,TRUE,"Good","Mid (11-25 yrs)",0.749660277499642,"High (≥40%)",TRUE
"Kristina May","North Brittany",85723,405,48884,13,40,FALSE,"Poor","Mid (11-25 yrs)",0.570255357372001,"High (≥40%)",TRUE
"Dennis Garcia","Riverashire",45043,583,49317,39,40,FALSE,"Fair","Senior (26+ yrs)",1.0948871078747,"High (≥40%)",TRUE
"Kara Jackson","East Christopher",101376,450,10393,10,55,FALSE,"Poor","Entry (0-10 yrs)",0.102519333964646,"Low (<20%)",FALSE
"Aaron Miller","East Williammouth",59466,735,44571,30,60,TRUE,"Good","Senior (26+ yrs)",0.749520734537383,"High (≥40%)",TRUE
"Jonathan Wilson","Bennettfurt",114886,785,24264,19,90,TRUE,"Excellent","Mid (11-25 yrs)",0.211200668488763,"Moderate (20-40%)",FALSE
"Emily Miller","East Sonia",49528,584,47618,9,35,FALSE,"Fair","Entry (0-10 yrs)",0.961435955419157,"High (≥40%)",TRUE
"Kristina Henry","Ginaside",149067,745,43735,22,85,TRUE,"Excellent","Mid (11-25 yrs)",0.293391562183448,"Moderate (20-40%)",TRUE
"Sean Wyatt","Jessicaborough",64816,495,26064,23,35,FALSE,"Poor","Mid (11-25 yrs)",0.402122932609232,"High (≥40%)",FALSE
"Joseph Smith","Markstad",138348,559,33951,0,40,FALSE,"Poor","Entry (0-10 yrs)",0.245402897042241,"Moderate (20-40%)",FALSE
"Amanda Hill","Sandersview",48643,580,41977,3,30,FALSE,"Fair","Entry (0-10 yrs)",0.862960754887651,"High (≥40%)",TRUE
"Samantha Roy","Osbornmouth",39359,802,12388,30,70,TRUE,"Excellent","Senior (26+ yrs)",0.314743768896568,"Moderate (20-40%)",FALSE
"Maria Gardner","North Mikeberg",37816,481,9627,5,25,FALSE,"Poor","Entry (0-10 yrs)",0.254574783160567,"Moderate (20-40%)",FALSE
"Ryan Brown","West Connorside",51747,584,13725,39,55,FALSE,"Fair","Senior (26+ yrs)",0.265232767116934,"Moderate (20-40%)",FALSE
"Faith Powers","Rachaelburgh",133891,675,34838,0,60,TRUE,"Good","Entry (0-10 yrs)",0.260196727188534,"Moderate (20-40%)",FALSE
"Jennifer Monroe","North Jameshaven",70319,451,48772,17,35,FALSE,"Poor","Mid (11-25 yrs)",0.693582104409903,"High (≥40%)",TRUE
"Jeremy Hill","Lake William",107993,477,42635,0,35,FALSE,"Poor","Entry (0-10 yrs)",0.394794107025455,"Moderate (20-40%)",TRUE
"Justin Wilson","Carrollland",128167,774,6777,7,90,TRUE,"Excellent","Entry (0-10 yrs)",0.0528763254191797,"Low (<20%)",FALSE
"Catherine Miller","Brittanytown",138034,473,1684,13,60,TRUE,"Poor","Mid (11-25 yrs)",0.0121998927800397,"Low (<20%)",FALSE
"Julia Wiley","West Mary",104607,495,49982,8,40,FALSE,"Poor","Entry (0-10 yrs)",0.477807412505855,"High (≥40%)",TRUE
"James Mitchell","Donaldmouth",67828,723,15808,12,70,TRUE,"Good","Mid (11-25 yrs)",0.233060093176859,"Moderate (20-40%)",FALSE
"Curtis Krause","Heidiview",87560,394,33105,22,45,FALSE,"Poor","Mid (11-25 yrs)",0.378083599817268,"Moderate (20-40%)",FALSE
"Hannah May","Gallegosburgh",46299,337,39353,24,25,FALSE,"Poor","Mid (11-25 yrs)",0.849975161450571,"High (≥40%)",FALSE
"Keith Chaney","Reedport",91433,512,23425,32,45,FALSE,"Poor","Senior (26+ yrs)",0.256198527883806,"Moderate (20-40%)",FALSE
"Natalie Adams","West Jeffery",120266,567,3060,7,55,FALSE,"Poor","Entry (0-10 yrs)",0.0254436000199558,"Low (<20%)",FALSE
"Lynn Alvarez","Willisstad",69857,686,44142,37,60,TRUE,"Good","Senior (26+ yrs)",0.631890862762501,"High (≥40%)",TRUE
"Erica Garcia","Mistytown",121715,462,28617,30,55,FALSE,"Poor","Senior (26+ yrs)",0.235114817401306,"Moderate (20-40%)",FALSE
"Elizabeth Owens","Port Andrew",82757,767,39900,36,75,TRUE,"Excellent","Senior (26+ yrs)",0.482134441799485,"High (≥40%)",FALSE
"Monica Wells","West Jennifer",65683,645,32624,25,50,FALSE,"Fair","Mid (11-25 yrs)",0.496688640896427,"High (≥40%)",FALSE
"Wesley Rich","South Ronaldview",95597,710,39867,1,50,FALSE,"Good","Entry (0-10 yrs)",0.417031915227465,"High (≥40%)",FALSE
"Christopher Turner","New Karen",100776,433,44477,21,45,FALSE,"Poor","Mid (11-25 yrs)",0.4413451615464,"High (≥40%)",TRUE
"Amy Davis","Port Michael",94722,705,11835,29,75,TRUE,"Good","Senior (26+ yrs)",0.124944574650029,"Low (<20%)",FALSE
"Charles Andrade","Kyleburgh",87377,541,14324,27,50,FALSE,"Poor","Senior (26+ yrs)",0.16393330052531,"Low (<20%)",FALSE
"David Cohen","Adamburgh",40543,652,7547,30,50,FALSE,"Fair","Senior (26+ yrs)",0.186148040352219,"Low (<20%)",FALSE
"Jennifer Lewis","Barnettmouth",108385,548,7279,24,60,TRUE,"Poor","Mid (11-25 yrs)",0.0671587396779997,"Low (<20%)",FALSE
"Phillip Anderson","Rachaelchester",35224,703,36003,4,40,FALSE,"Good","Entry (0-10 yrs)",1.02211560299796,"High (≥40%)",FALSE
"Michael Cordova","East Nicoleburgh",146578,540,25191,23,55,FALSE,"Poor","Mid (11-25 yrs)",0.171860715796368,"Low (<20%)",FALSE
"Rodney Bishop","Melendezbury",86626,441,33764,12,45,FALSE,"Poor","Mid (11-25 yrs)",0.389767506291414,"Moderate (20-40%)",FALSE
"Eric Davis","Valdezchester",126276,454,19675,19,55,FALSE,"Poor","Mid (11-25 yrs)",0.155809496658114,"Low (<20%)",FALSE
"Roberto Johnson","Whitefurt",72247,829,7975,29,85,TRUE,"Excellent","Senior (26+ yrs)",0.110385206306144,"Low (<20%)",FALSE
"Hannah Oconnor","Laratown",109129,464,21907,8,50,FALSE,"Poor","Entry (0-10 yrs)",0.20074407352766,"Moderate (20-40%)",FALSE
"Janet Gibson","Valdezfurt",62816,732,4572,19,75,TRUE,"Good","Mid (11-25 yrs)",0.0727840040753948,"Low (<20%)",FALSE
"Patrick Wilson","Shawfort",33390,643,36063,23,40,FALSE,"Fair","Mid (11-25 yrs)",1.0800539083558,"High (≥40%)",FALSE
"Christopher Coleman","Bergland",41970,453,1455,21,40,FALSE,"Poor","Mid (11-25 yrs)",0.0346676197283774,"Low (<20%)",FALSE
"Michelle Scott","Grahammouth",60005,588,3611,7,60,TRUE,"Fair","Entry (0-10 yrs)",0.0601783184734605,"Low (<20%)",FALSE
"Julia Williams","Johnnymouth",118381,603,2542,34,75,TRUE,"Fair","Senior (26+ yrs)",0.0214730404372323,"Low (<20%)",FALSE
"Edward Butler","Nguyenton",139570,414,24412,2,45,FALSE,"Poor","Entry (0-10 yrs)",0.174908647990256,"Low (<20%)",FALSE
"Jennifer Thompson","East Jessicafort",142789,741,19002,22,90,TRUE,"Excellent","Mid (11-25 yrs)",0.133077477956985,"Low (<20%)",FALSE
"Melissa Sanchez","Williamsmouth",105392,681,3509,9,80,TRUE,"Good","Entry (0-10 yrs)",0.0332947472293912,"Low (<20%)",FALSE
"Misty Burnett","South Williamland",106955,645,42729,19,65,TRUE,"Fair","Mid (11-25 yrs)",0.399504464494414,"Moderate (20-40%)",TRUE
"Alex Clements","Jenniferland",32719,743,8630,12,65,TRUE,"Excellent","Mid (11-25 yrs)",0.263761117393563,"Moderate (20-40%)",FALSE
"Whitney Gilbert","Lake Lauren",130238,683,38574,30,75,TRUE,"Good","Senior (26+ yrs)",0.296180838157834,"Moderate (20-40%)",FALSE
"Timothy Hill","West Walter",118117,346,40624,25,50,FALSE,"Poor","Mid (11-25 yrs)",0.343930170932211,"Moderate (20-40%)",TRUE
"Megan Nelson","Clarkchester",137665,432,19007,17,55,FALSE,"Poor","Mid (11-25 yrs)",0.138067046816547,"Low (<20%)",FALSE
"Richard Reid","East Jeffreymouth",65325,526,5176,39,50,FALSE,"Poor","Senior (26+ yrs)",0.0792345962495216,"Low (<20%)",FALSE
"Michael Wilcox","Waltersmouth",105529,698,32169,35,75,TRUE,"Good","Senior (26+ yrs)",0.304835637597248,"Moderate (20-40%)",FALSE
"Gilbert Reed","Hernandezfort",35273,515,35880,10,25,FALSE,"Poor","Entry (0-10 yrs)",1.01720862983018,"High (≥40%)",FALSE
"Dawn Johnson","Lake Tommystad",130022,385,14602,33,55,FALSE,"Poor","Senior (26+ yrs)",0.112304071618649,"Low (<20%)",FALSE
"Edgar Stewart","Johnsonshire",129125,470,41911,22,50,FALSE,"Poor","Mid (11-25 yrs)",0.324576960309777,"Moderate (20-40%)",TRUE
"Jennifer Hubbard","Angelafort",52962,540,25594,34,35,FALSE,"Poor","Senior (26+ yrs)",0.483252143045957,"High (≥40%)",FALSE
"Lawrence Atkinson","South Jefferyville",91669,596,12706,10,65,TRUE,"Fair","Entry (0-10 yrs)",0.138607380903032,"Low (<20%)",FALSE
"Victoria Werner","Bellborough",98021,728,40272,17,65,TRUE,"Good","Mid (11-25 yrs)",0.410850736066761,"High (≥40%)",TRUE
"Jack Garcia","Wayneside",115394,701,15752,25,80,TRUE,"Good","Mid (11-25 yrs)",0.136506230826559,"Low (<20%)",FALSE
"John Mckenzie MD","South Keith",87963,845,22892,29,85,TRUE,"Excellent","Senior (26+ yrs)",0.260245785159669,"Moderate (20-40%)",FALSE
"Melinda Garcia","Mccannchester",66458,493,42708,1,20,FALSE,"Poor","Entry (0-10 yrs)",0.642631436395919,"High (≥40%)",TRUE
"Brenda Harvey","New Ashleychester",53788,323,22300,39,35,FALSE,"Poor","Senior (26+ yrs)",0.414590615007065,"High (≥40%)",FALSE
"Keith Kennedy","West Andrewfurt",106720,823,13650,10,95,TRUE,"Excellent","Entry (0-10 yrs)",0.127904797601199,"Low (<20%)",FALSE
"Nathan Allen","Gilesborough",87132,630,9693,18,65,TRUE,"Fair","Mid (11-25 yrs)",0.111245007574714,"Low (<20%)",FALSE
"Andre Lane","Sanchezmouth",113202,547,12591,29,55,FALSE,"Poor","Senior (26+ yrs)",0.111225950071554,"Low (<20%)",FALSE
"Ashley Munoz","Monicaburgh",136724,550,31291,4,45,FALSE,"Poor","Entry (0-10 yrs)",0.228862525964717,"Moderate (20-40%)",FALSE
"Andrew Rhodes","Atkinsland",94451,727,18041,34,75,TRUE,"Good","Senior (26+ yrs)",0.191009094662841,"Low (<20%)",FALSE
"Ricardo Holland","South Timothyton",41959,599,27109,2,30,FALSE,"Fair","Entry (0-10 yrs)",0.646083081102982,"High (≥40%)",FALSE
"Mitchell Hunt","Pattersonville",91605,406,10567,16,50,FALSE,"Poor","Mid (11-25 yrs)",0.115353965394902,"Low (<20%)",FALSE
"Lauren Moody","West Robert",75607,647,10302,15,65,TRUE,"Fair","Mid (11-25 yrs)",0.136257224860132,"Low (<20%)",FALSE
"Christine Davis","South Rachelfort",83523,550,18039,21,50,FALSE,"Poor","Mid (11-25 yrs)",0.215976437627959,"Moderate (20-40%)",FALSE
"Jeremy Cobb","Ashleyton",73687,443,10700,33,45,FALSE,"Poor","Senior (26+ yrs)",0.145208788524434,"Low (<20%)",FALSE
"Daniel Wood","Jenniferport",72081,462,38200,40,35,FALSE,"Poor","Senior (26+ yrs)",0.52995935128536,"High (≥40%)",FALSE
"Micheal Nunez","Lake Linda",117835,431,10602,38,60,TRUE,"Poor","Senior (26+ yrs)",0.0899732677048415,"Low (<20%)",FALSE
"James Walsh","Port Jasonport",43710,451,39288,0,10,FALSE,"Poor","Entry (0-10 yrs)",0.898833218943034,"High (≥40%)",FALSE
"Nathan Mcgee","Woodsburgh",142424,652,43195,9,60,TRUE,"Fair","Entry (0-10 yrs)",0.303284558782228,"Moderate (20-40%)",TRUE
"Kathryn Mills","Grimesfort",51079,473,35421,30,35,FALSE,"Poor","Senior (26+ yrs)",0.69345523600697,"High (≥40%)",FALSE
"Steven Smith","West Jeffreyborough",73228,529,10836,17,45,FALSE,"Poor","Mid (11-25 yrs)",0.147976183973344,"Low (<20%)",FALSE
"Monica Wilson","West Victor",83955,312,49906,33,40,FALSE,"Poor","Senior (26+ yrs)",0.594437496277768,"High (≥40%)",TRUE
"Natalie Cox","South Conniemouth",120921,819,5403,17,100,TRUE,"Excellent","Mid (11-25 yrs)",0.0446820651499739,"Low (<20%)",FALSE
"Kimberly Figueroa","Port Brianshire",94942,835,17251,15,90,TRUE,"Excellent","Mid (11-25 yrs)",0.181700406564007,"Low (<20%)",FALSE
"Patrick Norris","East Hannah",67777,767,12628,2,70,TRUE,"Excellent","Entry (0-10 yrs)",0.186316892161058,"Low (<20%)",FALSE
"Deborah Ramirez","Lake Mariah",116846,365,9686,33,60,TRUE,"Poor","Senior (26+ yrs)",0.082895435017031,"Low (<20%)",FALSE
"Daniel Sanchez","Marshallside",82488,352,21896,40,45,FALSE,"Poor","Senior (26+ yrs)",0.265444670739986,"Moderate (20-40%)",FALSE
"John Ramos","Gonzalezside",136635,520,40209,31,50,FALSE,"Poor","Senior (26+ yrs)",0.294280382039741,"Moderate (20-40%)",TRUE
"Adam Jordan","Lake Oliviaborough",129680,767,1032,16,95,TRUE,"Excellent","Mid (11-25 yrs)",0.00795805058605799,"Low (<20%)",FALSE
"Lindsay Vasquez","West William",102102,826,19596,19,95,TRUE,"Excellent","Mid (11-25 yrs)",0.191925721337486,"Low (<20%)",FALSE
"Joseph Peterson","Connieville",34809,486,32954,0,10,FALSE,"Poor","Entry (0-10 yrs)",0.946709184406332,"High (≥40%)",FALSE
"William Ruiz","East Cameron",89614,742,45104,19,75,TRUE,"Excellent","Mid (11-25 yrs)",0.503314214296873,"High (≥40%)",TRUE
"Scott Peterson","East Kimberly",41542,537,14973,19,30,FALSE,"Poor","Mid (11-25 yrs)",0.360430407780078,"Moderate (20-40%)",FALSE
"Erica Moreno","Lake Kevinborough",71224,458,22218,10,40,FALSE,"Poor","Entry (0-10 yrs)",0.311945411658991,"Moderate (20-40%)",FALSE
"James Jackson","New Elaine",63082,633,34847,30,50,FALSE,"Fair","Senior (26+ yrs)",0.552407976918931,"High (≥40%)",FALSE
"Rachel Chan","Jeremyview",72372,783,20897,23,75,TRUE,"Excellent","Mid (11-25 yrs)",0.288744265738131,"Moderate (20-40%)",FALSE
"Gene Gomez","Shannonchester",45194,702,28336,0,35,FALSE,"Good","Entry (0-10 yrs)",0.626985883081825,"High (≥40%)",FALSE
"Jennifer Schmitt","Debbieberg",131259,767,18970,1,75,TRUE,"Excellent","Entry (0-10 yrs)",0.144523423155746,"Low (<20%)",FALSE
"Christina Bates","Kennethstad",82976,324,22092,27,45,FALSE,"Poor","Senior (26+ yrs)",0.266245661396066,"Moderate (20-40%)",FALSE
"Erika Castro","Port Jason",143365,815,29842,17,95,TRUE,"Excellent","Mid (11-25 yrs)",0.208154012485614,"Moderate (20-40%)",FALSE
"David Nguyen","Davidshire",97449,781,4014,24,90,TRUE,"Excellent","Mid (11-25 yrs)",0.0411907767139735,"Low (<20%)",FALSE
"Susan Tucker","Valerieshire",138124,684,4887,6,80,TRUE,"Good","Entry (0-10 yrs)",0.0353812516289711,"Low (<20%)",FALSE
"Grant Medina","Mcleanville",30150,783,9800,4,55,FALSE,"Excellent","Entry (0-10 yrs)",0.325041459369818,"Moderate (20-40%)",FALSE
"Reginald Gutierrez","Port Edward",116200,606,38623,12,65,TRUE,"Fair","Mid (11-25 yrs)",0.332383820998279,"Moderate (20-40%)",FALSE
"Jessica Murphy","Angelaport",143949,322,10205,4,50,FALSE,"Poor","Entry (0-10 yrs)",0.0708931635509799,"Low (<20%)",FALSE
"Melissa Stevenson","Rebeccamouth",101118,519,13067,20,55,FALSE,"Poor","Mid (11-25 yrs)",0.129225261575585,"Low (<20%)",FALSE
"Joel Cook","Jonathantown",90552,443,8811,26,55,FALSE,"Poor","Senior (26+ yrs)",0.0973032069970845,"Low (<20%)",FALSE
"Robert Yates","New Nathanielshire",84165,747,3102,32,90,TRUE,"Excellent","Senior (26+ yrs)",0.0368561753698093,"Low (<20%)",FALSE
"Erin Ryan","Baileyland",37104,377,38047,5,20,FALSE,"Poor","Entry (0-10 yrs)",1.02541504959034,"High (≥40%)",FALSE
"Phyllis Schmidt","New Sandraborough",54586,374,45823,27,35,FALSE,"Poor","Senior (26+ yrs)",0.839464331513575,"High (≥40%)",TRUE
"Julie Preston","Lake Mark",97952,486,43456,36,40,FALSE,"Poor","Senior (26+ yrs)",0.443645867363607,"High (≥40%)",TRUE
"Joseph Schwartz","Prestonfurt",77419,600,1416,39,70,TRUE,"Fair","Senior (26+ yrs)",0.0182900838295509,"Low (<20%)",FALSE
"Alicia Perez","Hernandezbury",111609,634,35889,29,65,TRUE,"Fair","Senior (26+ yrs)",0.321560089240115,"Moderate (20-40%)",FALSE
"Christina Underwood","Patriciashire",129148,456,13376,9,50,FALSE,"Poor","Entry (0-10 yrs)",0.103571096726237,"Low (<20%)",FALSE
"Christopher Johnson","Port Davidstad",95338,370,22460,20,50,FALSE,"Poor","Mid (11-25 yrs)",0.23558287356563,"Moderate (20-40%)",FALSE
"William Hall","Port Michael",111973,440,29812,7,45,FALSE,"Poor","Entry (0-10 yrs)",0.266242754949854,"Moderate (20-40%)",FALSE
"Jaime Wallace","South Brandon",87939,749,27160,12,80,TRUE,"Excellent","Mid (11-25 yrs)",0.308850453155028,"Moderate (20-40%)",FALSE
"James Olsen","East Williamshire",129613,828,8975,10,100,TRUE,"Excellent","Entry (0-10 yrs)",0.0692445973783494,"Low (<20%)",FALSE
"Barbara Burns","Karamouth",36764,725,13516,13,55,FALSE,"Good","Mid (11-25 yrs)",0.367642258731368,"Moderate (20-40%)",FALSE
"Dr. Heather Scott","South Allenfurt",56680,730,27234,6,55,FALSE,"Good","Entry (0-10 yrs)",0.480486944248412,"High (≥40%)",FALSE
"Tracy Copeland","Bautistaport",65003,534,46954,5,30,FALSE,"Poor","Entry (0-10 yrs)",0.722335892189591,"High (≥40%)",TRUE
"Rhonda Liu","West Jessicamouth",101987,346,10223,15,55,FALSE,"Poor","Mid (11-25 yrs)",0.10023826566131,"Low (<20%)",FALSE
"Adam Stone","Lake Terry",47172,339,5009,38,35,FALSE,"Poor","Senior (26+ yrs)",0.106185872975494,"Low (<20%)",FALSE
"Sharon Guerrero","Christinaburgh",67752,729,12299,11,70,TRUE,"Good","Mid (11-25 yrs)",0.181529696540324,"Low (<20%)",FALSE
"Traci Harmon","West Natasha",87424,412,11641,1,35,FALSE,"Poor","Entry (0-10 yrs)",0.133155655197657,"Low (<20%)",FALSE
"Mr. Mario Stout III","Anthonytown",145454,639,2867,30,75,TRUE,"Fair","Senior (26+ yrs)",0.0197106989151209,"Low (<20%)",FALSE
"Shane Mcintyre","New Nicholashaven",121521,473,11365,6,55,FALSE,"Poor","Entry (0-10 yrs)",0.0935229301931353,"Low (<20%)",FALSE
"Steven Davis","North Tanyamouth",93532,725,36174,28,70,TRUE,"Good","Senior (26+ yrs)",0.386755335072489,"Moderate (20-40%)",FALSE
"Larry Walsh","Thomasview",45915,431,22160,34,25,FALSE,"Poor","Senior (26+ yrs)",0.482630948491778,"High (≥40%)",FALSE
"Louis Moran","Vasquezshire",33783,500,9246,14,30,FALSE,"Poor","Mid (11-25 yrs)",0.27368794956043,"Moderate (20-40%)",FALSE
"Renee Thomas","Lake Codyfurt",112578,589,41305,6,60,TRUE,"Fair","Entry (0-10 yrs)",0.36690117074384,"Moderate (20-40%)",TRUE
"David Blair","Markmouth",109806,832,34875,36,90,TRUE,"Excellent","Senior (26+ yrs)",0.31760559532266,"Moderate (20-40%)",FALSE
"Debra Lam MD","Donnashire",134767,335,26233,40,55,FALSE,"Poor","Senior (26+ yrs)",0.194654477728227,"Low (<20%)",FALSE
"Craig White","Lake Austin",61365,543,11609,25,45,FALSE,"Poor","Mid (11-25 yrs)",0.189179499714821,"Low (<20%)",FALSE
"Kenneth Webb","Jacobshire",123032,715,30629,13,80,TRUE,"Good","Mid (11-25 yrs)",0.248951492294688,"Moderate (20-40%)",FALSE
"Dennis Gonzales","Dianahaven",50758,645,23102,11,50,FALSE,"Fair","Mid (11-25 yrs)",0.455140076441152,"High (≥40%)",FALSE
"Mary Barnett","Kathrynview",70730,364,24948,27,40,FALSE,"Poor","Senior (26+ yrs)",0.352721617418351,"Moderate (20-40%)",FALSE
"Traci Martinez","South Maria",102199,423,37075,18,50,FALSE,"Poor","Mid (11-25 yrs)",0.362772629869177,"Moderate (20-40%)",FALSE
"Gregory Chavez","Port Teresaburgh",31792,707,34482,12,50,FALSE,"Good","Mid (11-25 yrs)",1.08461248112733,"High (≥40%)",FALSE
"Michael Parsons","Lake Julie",102384,838,40382,9,85,TRUE,"Excellent","Entry (0-10 yrs)",0.394417096421316,"Moderate (20-40%)",TRUE
"Kerry Williams","Amberhaven",83476,470,25541,10,45,FALSE,"Poor","Entry (0-10 yrs)",0.305968182471609,"Moderate (20-40%)",FALSE
"Christopher Walters","Port Sarah",42217,455,36443,39,25,FALSE,"Poor","Senior (26+ yrs)",0.863230452187507,"High (≥40%)",FALSE
"Dale Williams","Phillipshaven",59451,731,32230,29,60,TRUE,"Good","Senior (26+ yrs)",0.5421271299053,"High (≥40%)",FALSE
"Nathan Evans","West Jeanetteport",140284,513,49068,39,50,FALSE,"Poor","Senior (26+ yrs)",0.349776168344216,"Moderate (20-40%)",TRUE
"Andrea Fischer","East Timothy",149659,464,16890,25,55,FALSE,"Poor","Mid (11-25 yrs)",0.112856560581054,"Low (<20%)",FALSE
"Maria Myers","East Mary",44871,372,15831,17,30,FALSE,"Poor","Mid (11-25 yrs)",0.352811392658956,"Moderate (20-40%)",FALSE
"James Barber","East Scott",90482,582,22461,0,50,FALSE,"Fair","Entry (0-10 yrs)",0.248237218452289,"Moderate (20-40%)",FALSE
"Kelly Warren","Hallmouth",45396,605,9183,34,50,FALSE,"Fair","Senior (26+ yrs)",0.20228654507005,"Moderate (20-40%)",FALSE
"Jordan Jones","Nancyton",114896,690,17741,7,75,TRUE,"Good","Entry (0-10 yrs)",0.154409204846122,"Low (<20%)",FALSE
"Jessica Jackson","Blakebury",139070,835,7753,5,95,TRUE,"Excellent","Entry (0-10 yrs)",0.0557489034299274,"Low (<20%)",FALSE
"Miss Linda Cox DVM","Copelandchester",50181,731,4712,40,75,TRUE,"Good","Senior (26+ yrs)",0.0939000817042307,"Low (<20%)",FALSE
"Randy Kirby","Rebeccahaven",95323,636,28501,16,60,TRUE,"Fair","Mid (11-25 yrs)",0.298993946896342,"Moderate (20-40%)",FALSE
"Mrs. Ashley Shaffer","New Troy",123926,744,44622,17,85,TRUE,"Excellent","Mid (11-25 yrs)",0.36006971902587,"Moderate (20-40%)",TRUE
"Richard Erickson","Obrienfurt",68254,343,40430,6,30,FALSE,"Poor","Entry (0-10 yrs)",0.59234623611803,"High (≥40%)",TRUE
